order_ID,prod_ID,quantity
4224,2791,3
3434,1666,5
1706,2810,1
6698,4386,4
5293,2487,8
2578,6629,2
5302,4315,3
878,8255,4
6041,2594,3
2711,2310,5
6321,7958,4
4408,9749,10
6915,8695,1
5022,7111,5
6842,960,9
4642,4456,5
2428,5156,1
2507,3039,4
4204,662,2
1472,7273,6
1051,1928,4
5058,8082,1
6359,6374,9
2206,3668,5
4445,6121,3
1131,1210,2
223,6826,6
941,9352,4
279,7961,1
6214,3172,9
6507,3446,10
4038,3781,4
6264,7734,7
2479,3969,10
4026,9248,5
6467,1877,6
1061,1744,10
5235,1581,2
5535,6232,3
5539,6932,4
3211,687,10
2094,6760,2
73,7388,9
6018,8430,6
3308,5096,10
5084,5991,10
1812,8876,1
1638,5938,2
2925,1363,3
2750,513,5
209,2277,8
2179,4913,5
3716,8962,5
2805,3884,3
5846,4132,2
245,8965,9
1408,6888,3
5264,5805,8
6819,9008,4
3154,4543,8
4466,10,10
1348,1651,10
364,7104,4
4869,9452,4
2117,7607,2
6750,6669,7
6178,6627,9
1261,1237,5
1218,3071,7
6370,5565,3
3547,9080,3
536,857,7
3307,2835,3
2699,9355,6
3788,4408,5
5883,4357,9
1311,8902,7
4844,723,7
523,2076,1
1803,9838,1
6724,8502,6
4069,846,9
6633,1916,8
4970,1434,2
6780,6446,7
3614,9034,8
4614,3688,5
5402,6691,10
1844,6828,10
2219,613,8
3927,3698,2
4645,3995,4
5308,9659,10
4698,9236,2
1823,7362,2
2299,977,2
4562,5290,10
6332,2519,1
5619,2621,5
2145,1060,4
4241,7253,9
4760,6145,5
3089,4687,5
1639,3013,4
3240,5949,9
1816,5413,1
6287,6793,7
1607,1216,9
4488,8699,2
5430,646,5
368,385,9
2285,7794,8
6506,76,6
2295,4786,8
6728,7458,3
116,5558,10
5520,9885,1
4165,9251,9
5796,301,8
6417,4801,7
3444,7162,9
1786,1688,7
5680,2466,9
3382,9252,7
2498,4675,5
1629,8828,2
4307,1963,7
4110,9246,5
5880,1361,3
1397,5243,2
1369,9528,10
3927,7456,3
1459,9136,2
1972,1205,10
6427,9775,3
2055,6259,1
6271,4784,5
3799,5363,5
3557,9945,7
5219,3484,6
5292,3852,6
5158,1192,8
3358,5504,10
4913,7317,3
1493,9076,7
4982,4,7
4385,5731,5
1873,306,5
4628,6276,4
5045,3534,6
994,1498,3
4732,8377,5
3767,3476,7
4749,8237,4
4069,5276,6
6367,7453,10
2856,2381,4
3988,3987,3
4758,2366,5
661,8162,10
2033,7667,6
3241,4423,1
734,6583,6
2976,5295,5
6445,4633,6
4546,5739,10
5190,1180,7
5962,5986,10
5419,7837,3
230,9261,4
2398,1113,5
4286,2443,5
6773,5407,9
641,5594,6
2977,6921,8
4788,6063,3
6836,6521,2
3712,5585,2
3388,1817,5
5614,7797,7
4919,7074,6
2051,1909,3
2085,6387,8
1831,1965,1
3320,1461,3
4709,8123,3
1285,5112,5
6145,8954,2
5757,6257,6
217,1402,4
3977,6239,5
1811,1152,3
4770,9629,7
6725,50,10
3506,3162,10
1485,3152,2
384,6048,2
908,5690,2
2461,3923,3
4177,2180,1
2993,7150,7
5667,3783,3
6822,10000,7
1425,5984,2
2614,8737,9
5091,7480,7
6208,5677,1
5627,235,2
4700,7021,3
5124,1806,8
4282,5992,2
4878,7959,4
5043,3786,10
827,2489,2
4374,2716,3
5027,2607,1
2976,6601,5
3856,6368,4
5651,558,1
1347,1893,7
3442,6302,7
2788,923,1
3808,3574,6
5466,3222,5
4348,3384,10
881,8325,9
2550,7346,7
3729,618,9
3608,1026,4
538,1692,10
2152,7518,8
1415,3979,5
3761,7965,2
5814,1864,5
6526,1414,10
6013,38,3
1572,3973,3
4052,3750,4
730,5497,9
6636,424,5
4219,3235,3
4730,9898,5
314,7013,7
6440,9067,1
3964,8128,1
1633,686,4
5556,7526,4
6358,7844,8
2469,4944,4
6151,8364,2
5584,254,4
2373,5761,2
1317,935,5
4371,3158,2
1980,5046,2
3724,404,2
2549,6428,3
5580,5463,3
4341,979,8
2502,825,10
4075,3877,1
2324,916,4
899,3551,7
2336,2457,8
6104,9326,2
3032,8772,9
298,6068,8
4323,1992,4
2363,3638,5
6984,5525,9
2014,5802,10
2598,2779,7
2066,6550,7
4516,7989,5
5019,545,3
2334,3254,9
3438,2707,3
495,3716,4
3677,2680,6
490,3367,6
5072,2593,8
3227,6473,8
3102,2207,9
2997,6176,5
1433,8968,6
346,1482,6
2607,9690,3
2385,7689,1
154,30,10
1551,4300,5
2776,3385,5
3952,4830,4
4041,4525,5
1252,2392,4
6315,3202,1
2657,8394,7
369,6747,3
6866,4253,8
652,7258,10
1851,2755,8
3585,3904,6
286,8075,6
1157,1161,6
2237,7306,6
666,1304,5
4564,5800,8
5144,7860,4
3997,7886,6
53,4477,6
5170,1780,9
6702,2960,10
2251,4735,10
2667,7709,6
4893,5352,7
412,7750,8
1086,2850,4
1137,721,9
4904,2796,1
2196,7081,1
3095,9789,6
5876,3773,7
1199,816,6
249,2892,2
289,2377,10
3401,4073,7
1199,8181,7
4333,1829,6
2144,5077,5
521,541,8
4877,1430,9
2485,7348,2
1109,2546,1
1709,2223,6
3287,9220,7
841,6310,5
5150,9176,8
2493,4154,4
6640,7761,2
2194,6260,5
6334,4346,8
1411,4812,4
5222,7821,4
3,5204,7
6822,2943,3
5623,4520,5
6826,1558,3
30,8620,9
2373,106,1
2907,7682,6
2197,6059,3
2632,1854,9
1477,6186,10
5961,1181,5
4685,2395,6
2920,3535,5
1224,895,4
1659,2087,1
6123,136,1
2004,3945,4
2704,6604,6
6544,5106,9
1794,1738,8
3880,664,1
2348,5409,9
4449,5686,4
2568,4565,7
2604,7501,2
2916,1619,3
4084,329,6
367,295,4
5,7592,3
918,2035,7
2870,636,5
827,6950,2
3478,1509,4
4026,5209,4
6560,2679,10
3246,5679,7
6424,7239,2
226,5971,10
3654,4549,7
898,9493,10
1287,5711,6
5410,4207,9
2137,241,10
6558,4008,5
6624,6727,8
4680,1809,2
1695,9799,7
5512,8129,8
5875,9402,7
5579,5334,9
5597,8967,10
5970,2910,5
31,638,4
3426,1860,4
6317,1258,5
5152,6326,2
1854,8986,4
1741,9384,7
5787,970,10
4210,8896,5
6198,6023,10
3396,368,5
1812,9553,5
647,6435,1
5333,9596,9
5191,9031,10
4875,5301,10
5638,4466,7
3622,770,7
5621,904,4
2895,9148,4
4113,7538,10
1173,6357,10
4016,8588,9
6576,598,4
4866,6834,2
2050,1015,3
2105,5299,10
5719,9863,4
3582,5094,7
3739,5072,6
2495,6966,8
2197,5346,2
200,7755,9
1548,2647,4
1055,4697,9
1001,2632,10
1411,6320,6
4562,1256,4
5761,2349,8
4640,2979,10
2099,8881,4
1020,958,7
3443,2693,4
1685,2991,2
3572,3148,8
2993,3459,2
4173,4319,7
3897,5171,10
828,8552,10
1310,5925,5
4316,8712,8
353,2533,6
1757,325,4
6799,2637,1
5698,3144,5
2461,9475,7
1507,8032,2
4123,7009,4
4469,2925,5
2750,409,3
2264,2214,3
3276,4055,8
4032,7930,6
2308,7014,1
879,9554,3
326,2090,9
1865,9901,2
4635,3031,3
6509,3765,8
3421,3616,6
4584,2766,2
6900,4811,8
5964,8861,5
4074,2609,6
2665,5084,5
4351,5255,5
6838,8276,3
4001,4255,2
6395,5061,2
1507,5488,5
1662,2179,1
6961,332,4
2991,9685,1
6762,8055,8
783,8517,5
5673,922,1
4902,1638,7
5585,6208,1
5830,204,8
3048,1673,6
1551,785,6
3928,4064,6
339,3477,1
1812,8840,1
3583,8434,8
3543,8472,8
2931,5331,7
6137,2723,10
1868,7254,2
6962,2838,2
2192,3968,9
2498,3108,3
3842,6292,2
6947,4890,9
6908,5934,7
4317,7016,9
2078,1421,7
520,7505,7
5657,6110,10
1684,6455,4
6117,3120,10
2196,850,7
3870,3720,6
303,3004,9
1966,5507,9
4014,1621,7
6261,2712,10
1024,9376,10
6093,7076,5
6096,5029,9
3654,4432,10
4228,5965,4
6809,988,3
6057,6487,4
575,287,10
3854,1120,6
4601,3597,8
5044,3293,6
926,1865,7
4354,9446,7
1786,1105,3
6039,5388,2
3965,7495,2
4530,4762,6
6688,426,8
6759,4050,1
3305,7096,9
5892,9866,2
5291,7654,7
3605,5874,1
6695,7191,8
5585,2288,3
4444,8132,10
3744,3294,9
5230,4271,6
2313,2842,10
1285,198,5
2831,5037,5
5605,2916,7
2117,9563,9
4,9581,10
4369,3799,10
6637,4576,3
6502,8860,9
3766,7775,10
5294,1914,10
1144,8283,8
6393,3403,9
1012,4092,9
2705,367,10
5244,8399,8
1028,4062,5
4360,563,1
5487,6386,6
4977,6754,7
4487,403,2
4741,1303,5
4005,9152,4
2339,1934,10
4163,4772,9
3640,9361,8
4466,2160,3
626,3516,1
601,8852,6
1598,6555,10
2636,4699,2
882,504,8
114,4007,9
4873,4351,7
4431,962,7
2074,1941,1
6778,3872,7
3433,9984,3
625,3608,5
5006,9050,2
247,222,4
1010,1871,5
4484,7800,1
2236,7442,8
4025,3246,8
2867,3266,10
3418,6037,6
4575,9664,6
4270,3164,7
11,8911,8
2783,240,2
174,1931,7
2535,8195,3
4359,8864,10
3061,7213,2
1242,309,5
3361,4158,5
4062,5337,10
6976,955,7
2711,6613,7
6534,847,2
4411,8917,10
6559,8172,5
141,9124,6
2340,3869,5
5655,9708,8
1810,2424,4
5891,8771,2
6865,3963,8
4881,8269,5
5653,1650,6
77,4002,1
6805,2198,9
4021,3745,1
5450,5168,2
5849,7277,4
3286,5202,6
2298,5772,5
551,1178,9
6949,3737,9
5295,2325,5
298,1389,1
1002,7762,8
439,6138,7
6737,9015,1
1758,390,6
5547,7432,9
1774,9162,9
472,9668,5
6954,7364,2
1416,938,9
6465,6808,1
1164,432,9
5645,3225,7
624,228,6
2627,9997,6
572,7084,5
5443,4530,2
1427,263,8
6545,2556,10
3064,1110,2
1617,1939,3
4876,7307,5
4404,1643,10
2643,3917,2
5969,2419,6
5968,8418,4
4937,2153,7
165,9518,5
2810,1091,4
2925,2504,8
5858,4413,4
2192,1327,8
689,5031,8
3804,6061,3
5081,1633,3
5626,9702,10
5042,4905,9
386,7091,4
338,7427,5
6689,118,1
4970,7389,10
2568,5948,8
4132,9245,2
4897,5492,7
4284,6859,9
4646,8701,1
920,6007,8
6283,7157,10
284,9673,1
1292,4046,4
3516,8835,7
6056,3057,3
954,9680,4
56,1214,10
4509,6193,8
863,6148,8
3763,6234,9
3452,1366,9
3594,6312,4
2926,9784,3
2219,9221,5
3074,8213,7
4710,6324,1
2470,4417,3
6849,525,8
2138,1980,2
2697,5159,9
5203,7256,10
2686,9181,10
3789,7454,8
3615,1501,10
4745,2875,8
1082,7873,6
3561,8127,5
4829,2330,5
1963,4651,8
3450,6269,7
6890,3082,8
5759,8479,8
6369,327,3
4524,5789,4
4547,954,1
1486,4281,1
826,4965,1
4761,3023,9
3094,9832,4
1465,4685,5
6581,5580,1
1213,9626,3
5591,3938,4
5166,7311,2
4605,7075,1
637,8176,9
1033,570,3
5584,2426,6
5351,5455,9
3757,3929,8
3139,9571,5
4015,9614,2
2584,5551,4
4096,841,5
2819,1521,9
48,9291,8
6777,1142,9
1345,2120,8
3117,1079,5
6354,6740,4
3988,2513,6
1041,2270,6
309,320,8
632,1310,3
541,3530,7
6654,8267,1
2697,1825,4
6422,4579,3
6071,6127,6
6918,4647,3
4486,6870,2
3653,4060,2
90,2438,3
5094,3980,6
4083,697,10
1415,6697,10
3812,3901,7
1707,440,1
5491,4950,3
3266,840,9
3167,4428,1
5617,6896,2
1927,1431,5
5976,554,3
3422,3723,1
4794,7940,5
1032,7774,4
3149,608,7
985,5912,7
1701,2874,2
5787,892,5
6183,5834,2
5824,3128,4
2147,6469,10
6381,1475,5
5437,2942,9
178,4702,1
2422,2767,10
4242,4302,9
5826,8193,9
6531,6873,2
3802,4142,2
6493,7386,7
4197,7056,5
5900,7536,7
5913,9741,5
614,4966,10
6290,6289,5
6069,3622,5
3815,8356,1
551,4424,1
5991,4290,10
5075,4370,10
4359,6830,9
3332,3731,4
1863,9161,7
891,7197,9
3030,5142,4
3927,4802,8
5352,3859,2
4959,4438,8
2910,4277,9
531,1754,5
4009,468,1
5042,3701,3
3273,2817,2
3825,9587,5
6050,8941,5
422,6184,4
356,5625,3
6570,4821,4
5567,5004,3
2413,1344,1
1731,9498,8
1621,5013,9
4705,4390,7
5359,1311,8
650,2575,2
5944,4954,7
3482,231,5
1934,3478,3
2854,1454,8
399,2028,7
731,4230,9
5759,9040,8
1596,8141,3
6023,4707,7
6512,2902,3
3247,1978,4
3672,2672,1
4953,4978,6
4267,8706,8
6463,1855,6
4467,4778,1
567,2050,8
129,2347,7
6769,8238,9
1415,9270,3
2890,8708,6
743,7807,2
3166,484,2
4138,724,3
2948,2733,2
1538,9243,6
2892,9392,9
1722,8858,10
3387,6051,4
4039,9843,4
6043,5040,7
1533,6445,5
3634,7103,2
4666,9173,2
734,1435,1
5961,7967,8
1805,6155,1
1209,5432,8
5907,286,3
4678,8177,5
3860,1720,4
127,6635,5
1926,1576,3
4892,3047,9
1562,9870,4
5488,2645,7
29,915,5
4438,6703,5
6338,7801,4
579,8205,6
3570,910,1
3995,600,9
2548,3428,5
3644,4793,9
225,2144,7
2864,9464,10
5043,6305,7
96,7524,9
2950,6012,10
1458,7613,5
4021,6987,6
4776,5309,8
618,8614,3
6987,245,5
6523,3505,1
6196,3531,2
5619,9065,8
2933,1353,6
2738,5020,9
3795,1671,3
3498,3524,5
2590,6183,6
1983,543,9
361,7354,9
1489,1897,1
444,7867,2
2354,1620,10
1109,6315,4
5381,4894,3
6481,6954,9
6215,2498,6
6546,6240,4
1216,42,4
4247,9487,4
242,2794,2
5380,8039,9
4332,6327,4
6157,5596,10
4983,9091,4
6674,6098,8
614,8500,4
4213,8396,9
6677,9951,1
2401,6969,8
266,2360,10
4718,5092,6
566,1799,5
6745,3713,8
6939,4873,2
6099,2241,4
1320,4469,4
3855,7651,8
532,9985,8
5924,8600,2
1101,7221,8
6958,3744,9
4144,8151,7
5760,1150,3
84,2613,2
3651,4431,8
2875,9175,5
6076,6855,5
6864,2486,1
1800,5016,8
1867,8311,4
510,2606,9
3054,6686,8
5746,4344,6
1568,3040,6
2150,8234,9
4609,1173,3
2092,694,1
4613,3409,8
438,9337,6
2997,7545,2
5525,7790,7
4306,758,10
4567,7425,6
324,3934,2
3676,3695,5
6036,529,1
1536,387,8
5750,3347,6
921,4891,5
2683,7908,10
4567,1084,7
6905,7180,1
4694,9639,6
1400,1698,4
1508,2620,1
2651,1040,9
4313,828,7
3661,4539,5
3692,1654,1
5992,9969,6
6801,8551,6
2957,4267,6
3707,5305,6
4461,3078,7
584,3564,2
6567,7746,7
361,7601,9
5555,9770,9
3324,5673,6
2731,1168,10
2850,3823,5
2715,4068,10
2030,8368,4
4434,5053,1
6109,1765,8
5359,4538,8
3315,8716,4
3741,7806,10
3333,2778,6
6635,4555,8
3080,32,5
1038,8463,6
2935,9187,10
198,2765,1
6304,2055,1
3393,104,4
2258,524,6
6906,968,6
5071,3891,7
1759,1535,3
6998,5205,2
5916,8619,1
6646,179,8
575,6201,2
3609,2468,10
4111,8543,3
2825,124,7
6326,7300,1
3548,8058,10
4546,2974,10
3811,7295,9
2460,2697,6
2434,9319,6
6263,6647,1
4307,177,8
3051,2736,9
4022,1276,2
381,3939,4
634,1874,2
119,3988,5
19,1281,10
1270,5354,6
3054,8324,6
4049,2449,2
2244,7280,2
6260,7646,8
4796,601,3
2106,599,1
5076,7269,7
3982,3101,1
2551,250,4
5016,505,7
3682,9033,10
6431,9349,2
3565,5121,4
5277,9300,9
397,5923,3
877,7340,6
5966,24,9
1293,7293,5
1943,9967,8
823,7052,6
6585,4182,3
1961,3055,7
16,159,5
5332,3858,4
4816,681,3
6805,4494,3
892,8985,6
609,6197,5
4261,4717,5
6159,6200,7
3309,97,4
2766,5518,2
4138,1154,4
826,2746,7
6155,8744,3
3905,4838,1
4257,2069,4
6575,5667,6
1439,6358,10
2642,6582,2
5339,9325,4
4099,9986,8
4561,3803,6
3517,8480,5
5165,2915,2
296,8578,5
5353,5624,7
2293,6084,6
4789,2600,8
3149,2187,6
2617,6575,5
6531,1976,6
6862,7703,8
4375,9764,10
2995,4435,5
132,8291,3
2398,5035,8
623,4227,4
1488,6342,7
4870,1533,9
3739,7291,8
832,1447,10
3560,8654,9
1830,6093,2
1007,4381,9
477,9903,1
6199,936,4
6066,2018,9
5974,1675,9
2543,3856,7
287,2855,3
5835,2731,5
4250,7550,6
285,9569,7
4972,3560,10
2796,3329,4
3639,2148,4
3396,4692,8
803,3813,5
6872,3619,8
2371,3138,7
4947,7945,6
6250,455,3
4704,3103,6
6139,7373,6
2203,1011,2
1963,510,4
1561,8983,9
2337,1017,2
5647,7201,2
5998,536,5
6734,5469,6
77,1452,1
1025,9851,8
3220,5821,7
4351,4527,10
2762,9559,2
4724,6222,1
6637,5559,1
5743,4220,7
936,8939,1
5694,9867,6
5069,8529,10
6011,6365,5
5648,443,8
2039,6225,6
343,1591,6
6528,2661,8
1445,3780,9
4323,836,10
3375,5338,1
5154,5932,8
2987,7628,7
2082,9779,8
6653,3645,7
2386,2374,6
4354,4251,9
143,5173,7
4208,253,7
1072,3942,2
6099,2420,6
4224,8559,3
2368,2129,6
6417,1367,5
1774,9235,2
2725,4306,10
585,7543,8
6363,5175,2
6178,934,6
6852,2640,4
3602,8268,9
1739,6107,3
1567,2046,2
3754,5010,9
4220,9895,5
1642,1812,2
3198,9274,9
4019,103,6
5866,9959,2
2020,4974,8
6974,7780,4
634,3936,4
5854,9275,1
5870,1337,9
6471,4137,4
6246,7911,4
5119,6942,9
1831,461,10
3603,5931,9
4752,8305,10
4893,9556,6
4286,6663,5
4158,5322,2
3226,9265,5
6043,9322,9
5408,8367,10
5065,8261,9
5337,4659,7
2665,8879,7
1319,9442,3
5387,9028,6
3784,926,1
5325,5071,4
3392,3933,1
5138,6219,5
1792,6770,3
4624,7540,5
5296,3956,9
4358,2221,5
520,4249,3
4100,9153,6
6819,4231,1
6382,2052,2
4146,4571,3
1799,3508,8
6301,5670,5
3636,255,1
379,3679,2
5736,2408,10
5240,4875,8
5478,7451,10
1472,3788,10
372,2887,2
2439,5813,3
4570,3579,1
484,3847,3
416,2276,3
5023,340,8
1136,5842,7
4844,8571,7
6028,3331,1
785,6996,3
1402,1983,1
6933,6864,6
6068,7177,2
1500,948,2
5415,3887,4
6447,3748,10
4629,451,10
3271,2150,4
5148,100,8
5718,7766,8
72,9926,2
2479,7443,5
3346,7473,9
6825,1556,4
1866,7679,8
3450,7913,9
1159,6580,8
5078,4325,5
33,7216,7
2489,6496,7
2241,5646,7
5638,377,8
3918,5526,10
1316,4678,7
3834,1894,5
6748,6745,9
4151,4260,7
4155,7695,6
6269,3913,9
4657,8214,3
5354,2792,5
1923,7337,1
2560,110,3
3517,3077,3
107,9276,7
6404,8981,2
2893,2131,7
1387,2345,1
320,8646,6
5427,5709,4
343,7900,1
1954,1640,5
1286,5223,9
6900,7315,3
607,2626,5
6474,4514,4
3966,4684,8
6373,5555,7
5990,3259,6
2662,4265,3
1580,8196,9
6765,86,7
3313,6562,6
4389,2759,10
4496,3732,6
6858,1092,4
6060,4928,7
1318,8647,1
3972,5524,6
759,7941,6
370,1749,10
5055,6710,3
4483,6221,1
6240,8262,7
5996,6509,8
2925,2300,1
3608,1573,1
2528,9365,7
978,4127,9
4811,2064,10
2138,9387,1
1630,5259,9
1728,4449,6
1703,8126,4
2359,6274,2
2942,8597,2
5721,3555,7
5224,9739,1
721,5791,10
5992,1575,7
5566,4019,4
829,5735,1
2898,8793,3
1907,6019,1
1378,4865,9
6004,472,2
361,2694,4
3566,8317,4
2098,1075,10
1107,762,9
98,5831,8
4931,4016,2
2182,6884,1
1776,8987,2
5698,4323,7
1058,2242,2
5681,2932,8
2198,5102,8
1543,3999,8
3988,918,8
2175,3009,2
3520,9612,9
790,4076,8
1758,7953,8
340,1445,9
3346,7323,8
2512,9157,8
3267,5172,7
6443,6965,4
2434,2980,5
1460,6288,5
2350,481,8
2117,1267,3
2172,9940,2
574,1920,1
4372,3255,4
4755,2893,10
4817,5113,2
1932,5855,6
3587,5445,6
1196,4983,3
4269,3704,7
4235,6988,7
5117,3263,8
1196,5780,4
3553,3810,7
6137,997,9
5846,4542,8
6670,6282,10
2071,7370,9
4505,2870,7
1875,5626,10
2984,4839,7
2814,9159,8
3931,8118,1
3145,7286,9
818,678,8
2895,3647,9
3163,9880,3
2057,3640,5
6637,4826,5
2499,4128,10
2869,1240,3
3106,1889,5
2007,1036,1
2170,6696,6
6519,319,3
5869,5884,2
285,3526,4
316,9120,4
4114,6871,6
3193,6297,4
12,3950,10
4859,757,8
2864,2476,4
2786,1338,6
4592,45,5
5658,2976,1
4688,9318,8
5745,9766,8
1831,2873,1
6843,8691,9
2817,5211,8
2613,6520,3
4990,8925,3
5765,9728,5
2974,7983,7
4798,3472,5
4356,1212,7
3280,6767,4
1350,6042,2
4964,7767,10
1563,5232,8
4767,1401,2
6753,3970,1
1387,4192,5
6484,6224,3
600,8054,2
778,3142,5
4699,6802,4
699,3860,4
2093,5590,3
2816,2308,3
4726,7085,9
5976,9904,3
3651,1480,7
5475,202,7
6580,4307,6
4396,2882,4
6958,5556,3
736,5953,9
2148,2341,9
9,7489,10
3523,5139,9
3841,5100,1
6970,9582,4
5288,8210,8
364,624,3
4205,3418,6
4528,1088,1
3686,9767,6
4254,5822,7
2982,6436,7
3343,7374,1
1617,1662,7
2143,9383,1
3327,1676,10
1096,7687,9
4207,1424,8
4848,1600,3
3332,2670,3
5764,4144,9
1272,6959,4
5908,8106,4
5576,2586,5
2510,4291,5
5365,8848,4
5744,91,9
3166,8711,6
5027,4067,10
4441,9375,2
5490,7671,6
6688,9730,2
4728,4557,9
5018,9687,2
4390,3949,9
6283,452,7
2955,8964,5
4683,8021,5
4341,993,4
3234,7279,6
4185,9150,8
6816,9797,9
2598,8429,1
30,9036,1
3356,1384,3
3629,213,9
6082,5404,8
847,869,3
3908,8477,6
476,5826,8
1001,8357,6
1350,5873,6
3103,3964,2
1289,1231,9
1535,1039,5
3657,665,6
4606,5776,5
4823,2511,8
3048,3719,5
5529,1866,7
2477,4673,5
6037,4507,1
3469,9242,7
225,4464,10
956,9768,9
4548,161,9
4368,3313,3
4731,7207,2
3312,3306,1
6485,5870,10
252,1289,9
386,3231,2
2494,7566,6
1603,4200,7
472,3212,3
6819,4363,3
4236,4241,9
2712,3087,10
4364,5632,4
6373,9782,9
3933,8631,6
2756,3344,4
3688,708,1
4242,8332,2
4510,7446,9
6791,3665,5
213,3003,9
2694,4168,8
6198,9804,6
1690,2538,1
233,4365,5
3918,9320,3
4458,6463,2
4096,6868,7
4513,1885,5
5843,7736,2
3706,8709,1
3439,5701,4
6806,9296,5
302,7513,10
5919,2113,3
4289,1757,7
3663,1541,7
6513,7338,2
100,4871,5
6010,4159,9
2656,7040,6
531,6511,4
4329,9269,6
2142,7112,9
5927,7796,7
5985,4389,5
3397,7403,6
580,7850,9
3450,1810,9
603,153,5
6431,7360,4
577,9135,6
4074,7143,10
1652,3219,7
2617,3854,2
4271,9390,5
6631,2696,8
2148,1004,5
5315,9906,3
5043,765,9
6437,4893,10
3597,2978,4
6689,3025,10
6293,5769,8
3606,5150,2
2007,2901,10
5971,5287,5
5368,379,1
2581,5140,9
2155,3488,6
2928,9579,7
1227,2299,6
2187,6213,2
6673,490,1
719,3117,5
6395,9956,9
4590,4288,10
6689,1441,6
5466,1572,2
6842,1921,2
4036,392,6
2654,9543,8
832,323,8
2096,5213,10
2467,5350,10
5987,1884,4
2506,1157,10
3668,456,3
3874,9902,8
4280,72,6
3666,9398,9
5547,2518,4
6157,4570,1
6946,7502,3
5402,956,2
6563,9723,3
1741,1462,2
111,707,10
4318,1915,4
5139,9878,1
2732,5869,8
3683,6678,1
230,9792,1
5625,7132,8
5934,6779,10
326,2414,3
5070,66,9
3551,1315,7
2742,5389,8
5106,6771,5
5375,1615,8
6029,74,10
876,3848,1
2899,2737,9
3924,7172,7
1453,9371,2
4090,7431,9
5556,5054,10
4584,1998,5
6807,6733,10
2512,5956,4
5787,8448,6
4096,4682,7
4947,2216,1
2909,7787,9
3072,344,10
115,1126,1
3899,8690,10
4500,9658,5
5687,2380,1
5736,9583,1
4474,5251,10
1370,3399,3
1348,1917,10
3934,4796,1
1616,5685,1
6131,657,7
6905,1970,10
4067,7178,9
5400,8779,2
2233,6403,3
5316,8362,6
3451,7741,9
603,9294,5
6598,8895,8
64,5649,7
465,6614,9
3596,4452,1
5939,2315,5
1401,3790,3
4045,9020,9
6509,4597,3
5850,3909,8
4504,8767,3
2035,8038,9
5299,9719,7
2674,2744,1
3159,9037,3
5122,3910,9
506,6625,5
1612,5460,3
3912,294,3
3866,630,5
5837,7756,6
6604,1601,6
1318,8883,7
3670,7661,1
6423,4758,7
4535,3587,1
5091,1115,4
4544,7138,3
1056,8474,4
6499,7714,6
2709,8406,3
2416,6429,7
6394,4863,5
5509,181,10
3734,2264,7
4487,1265,6
2290,1074,6
4605,3414,7
3776,1727,8
1532,3666,5
1552,807,8
2740,2234,2
3051,7115,10
3098,1949,6
2654,8719,6
898,7923,7
4557,1397,5
5180,4316,4
6260,4051,6
6361,6822,6
3746,6384,2
5839,3159,5
4161,9312,6
4336,3888,2
3569,1981,4
6578,1495,8
2317,7831,4
4080,8820,4
3246,8601,3
708,148,3
2210,8605,8
4422,5157,1
4336,3379,4
4731,4713,9
3193,1518,3
733,6736,2
1908,9186,2
6601,9994,1
1020,5191,1
1701,6654,1
6546,6036,1
1075,1677,5
5729,7335,9
6493,2225,4
152,252,4
6177,5715,8
2692,9345,7
2893,7833,6
5860,9633,6
2468,5012,3
1033,8119,10
1898,9430,2
344,4415,6
6162,8416,2
1552,3918,9
305,6488,4
3795,243,3
4872,1679,6
4687,5486,3
6727,7616,3
1650,3900,8
253,168,4
47,4658,4
1799,5473,3
1868,2172,6
1905,7865,3
1031,8071,2
4830,5564,5
5438,537,5
4725,9057,1
387,914,3
2118,9931,5
5191,2814,1
6014,3432,4
3852,2326,5
4933,8692,3
4120,7106,5
5974,7590,1
2906,1961,4
6490,4680,1
4668,8022,3
3951,8361,2
517,207,4
6419,9835,2
3520,111,1
3413,5528,10
4235,5258,10
1697,5438,3
5043,9899,3
5645,4032,3
2314,421,1
2926,517,5
1477,6102,8
6526,8218,8
1833,3324,2
5916,5196,1
2867,3718,10
1875,4819,8
3216,906,5
2974,1971,2
5668,4955,6
126,2136,1
3469,3908,1
4539,5321,5
2808,8190,2
369,7888,9
5067,8944,6
5640,8929,3
2576,3245,3
51,3536,5
5144,6182,7
2876,1106,6
2538,7892,1
2716,4117,6
4375,1146,1
4232,5663,9
5484,2760,3
4221,3452,2
6323,783,3
6816,4388,10
1639,849,2
3103,8464,1
4287,3794,8
4522,7587,4
5266,9441,2
3219,4177,10
308,4790,5
2168,5458,8
1386,5385,4
2395,2475,7
3546,7449,3
5113,4426,6
602,4061,2
1486,2836,4
2667,1801,4
6965,7836,1
3033,4459,4
5769,2100,6
6850,4324,4
6521,2977,9
6993,1463,2
927,6768,3
6138,7768,5
2568,2866,6
3501,7933,9
1544,987,10
6082,9302,2
5864,2440,10
494,6539,8
3361,8527,5
785,8351,9
873,6014,9
597,8049,5
6186,8072,4
6935,7878,3
1833,33,10
1060,6814,9
2408,9682,8
405,4042,8
6263,2578,3
5345,1796,9
5026,4292,3
3522,1391,1
5661,1925,1
6276,6360,9
603,8274,6
1419,358,3
2114,1964,1
5800,4635,9
4730,3253,2
709,7478,8
1542,2571,4
6356,8160,8
476,1510,7
1066,7823,4
717,8851,2
4242,7887,8
742,2145,8
242,7561,7
