cust_ID,order_date,payment_type,payment_date
5622,2023-06-06T22:41:09.227,credit card,2023-06-07T22:41:09.227
5415,2023-06-06T22:55:15.227,debit card,2023-06-07T22:55:15.227
4086,2023-06-06T23:09:21.227,debit card,2023-06-07T23:09:21.227
6090,2023-06-06T23:23:27.227,bank transfer,2023-06-07T23:23:27.227
1236,2023-06-06T23:37:33.227,debit card,2023-06-07T23:37:33.227
6654,2023-06-06T23:51:39.227,debit card,2023-06-07T23:51:39.227
6876,2023-06-07T00:05:45.227,debit card,2023-06-08T00:05:45.227
6432,2023-06-07T00:19:51.227,bank transfer,2023-06-08T00:19:51.227
1608,2023-06-07T00:33:57.227,debit card,2023-06-08T00:33:57.227
1203,2023-06-07T00:48:03.227,bank transfer,2023-06-08T00:48:03.227
3777,2023-06-07T01:02:09.227,cash,2023-06-08T01:02:09.227
1479,2023-06-07T01:16:15.227,bank transfer,2023-06-08T01:16:15.227
363,2023-06-07T01:30:21.227,debit card,2023-06-08T01:30:21.227
792,2023-06-07T01:44:27.227,cash,2023-06-08T01:44:27.227
5676,2023-06-07T01:58:33.227,debit card,2023-06-08T01:58:33.227
6924,2023-06-07T02:12:39.227,credit card,2023-06-08T02:12:39.227
1851,2023-06-07T02:26:45.227,bank transfer,2023-06-08T02:26:45.227
1503,2023-06-07T02:40:51.227,bank transfer,2023-06-08T02:40:51.227
1179,2023-06-07T02:54:57.227,credit card,2023-06-08T02:54:57.227
684,2023-06-07T03:09:03.227,credit card,2023-06-08T03:09:03.227
4761,2023-06-07T03:23:09.227,debit card,2023-06-08T03:23:09.227
1731,2023-06-07T03:37:15.227,debit card,2023-06-08T03:37:15.227
3954,2023-06-07T03:51:21.227,bank transfer,2023-06-08T03:51:21.227
4236,2023-06-07T04:05:27.227,cash,2023-06-08T04:05:27.227
996,2023-06-07T04:19:33.227,debit card,2023-06-08T04:19:33.227
5988,2023-06-07T04:33:39.227,bank transfer,2023-06-08T04:33:39.227
6330,2023-06-07T04:47:45.227,bank transfer,2023-06-08T04:47:45.227
5523,2023-06-07T05:01:51.227,bank transfer,2023-06-08T05:01:51.227
3222,2023-06-07T05:15:57.227,cash,2023-06-08T05:15:57.227
3768,2023-06-07T05:30:03.227,bank transfer,2023-06-08T05:30:03.227
3930,2023-06-07T05:44:09.227,debit card,2023-06-08T05:44:09.227
1365,2023-06-07T05:58:15.227,bank transfer,2023-06-08T05:58:15.227
2253,2023-06-07T06:12:21.227,debit card,2023-06-08T06:12:21.227
1479,2023-06-07T06:26:27.227,bank transfer,2023-06-08T06:26:27.227
5976,2023-06-07T06:40:33.227,bank transfer,2023-06-08T06:40:33.227
3825,2023-06-07T06:54:39.227,credit card,2023-06-08T06:54:39.227
1659,2023-06-07T07:08:45.227,debit card,2023-06-08T07:08:45.227
5349,2023-06-07T07:22:51.227,debit card,2023-06-08T07:22:51.227
1233,2023-06-07T07:36:57.227,cash,2023-06-08T07:36:57.227
3054,2023-06-07T07:51:03.227,credit card,2023-06-08T07:51:03.227
6822,2023-06-07T08:05:09.227,credit card,2023-06-08T08:05:09.227
3015,2023-06-07T08:19:15.227,bank transfer,2023-06-08T08:19:15.227
6801,2023-06-07T08:33:21.227,credit card,2023-06-08T08:33:21.227
75,2023-06-07T08:47:27.227,bank transfer,2023-06-08T08:47:27.227
6654,2023-06-07T09:01:33.227,bank transfer,2023-06-08T09:01:33.227
6831,2023-06-07T09:15:39.227,cash,2023-06-08T09:15:39.227
6183,2023-06-07T09:29:45.227,bank transfer,2023-06-08T09:29:45.227
819,2023-06-07T09:43:51.227,credit card,2023-06-08T09:43:51.227
5334,2023-06-07T09:57:57.227,debit card,2023-06-08T09:57:57.227
3516,2023-06-07T10:12:03.227,cash,2023-06-08T10:12:03.227
1185,2023-06-07T10:26:09.227,debit card,2023-06-08T10:26:09.227
426,2023-06-07T10:40:15.227,debit card,2023-06-08T10:40:15.227
1875,2023-06-07T10:54:21.227,bank transfer,2023-06-08T10:54:21.227
1554,2023-06-07T11:08:27.227,credit card,2023-06-08T11:08:27.227
3678,2023-06-07T11:22:33.227,cash,2023-06-08T11:22:33.227
2388,2023-06-07T11:36:39.227,credit card,2023-06-08T11:36:39.227
858,2023-06-07T11:50:45.227,debit card,2023-06-08T11:50:45.227
1647,2023-06-07T12:04:51.227,cash,2023-06-08T12:04:51.227
5748,2023-06-07T12:18:57.227,bank transfer,2023-06-08T12:18:57.227
4641,2023-06-07T12:33:03.227,bank transfer,2023-06-08T12:33:03.227
4485,2023-06-07T12:47:09.227,cash,2023-06-08T12:47:09.227
5061,2023-06-07T13:01:15.227,bank transfer,2023-06-08T13:01:15.227
1059,2023-06-07T13:15:21.227,debit card,2023-06-08T13:15:21.227
1515,2023-06-07T13:29:27.227,debit card,2023-06-08T13:29:27.227
1365,2023-06-07T13:43:33.227,credit card,2023-06-08T13:43:33.227
4947,2023-06-07T13:57:39.227,cash,2023-06-08T13:57:39.227
1239,2023-06-07T14:11:45.227,cash,2023-06-08T14:11:45.227
4911,2023-06-07T14:25:51.227,debit card,2023-06-08T14:25:51.227
3126,2023-06-07T14:39:57.227,bank transfer,2023-06-08T14:39:57.227
5472,2023-06-07T14:54:03.227,cash,2023-06-08T14:54:03.227
2940,2023-06-07T15:08:09.227,credit card,2023-06-08T15:08:09.227
4449,2023-06-07T15:22:15.227,cash,2023-06-08T15:22:15.227
519,2023-06-07T15:36:21.227,debit card,2023-06-08T15:36:21.227
708,2023-06-07T15:50:27.227,bank transfer,2023-06-08T15:50:27.227
1758,2023-06-07T16:04:33.227,debit card,2023-06-08T16:04:33.227
3765,2023-06-07T16:18:39.227,bank transfer,2023-06-08T16:18:39.227
3024,2023-06-07T16:32:45.227,bank transfer,2023-06-08T16:32:45.227
4500,2023-06-07T16:46:51.227,debit card,2023-06-08T16:46:51.227
3912,2023-06-07T17:00:57.227,cash,2023-06-08T17:00:57.227
5832,2023-06-07T17:15:03.227,bank transfer,2023-06-08T17:15:03.227
1263,2023-06-07T17:29:09.227,debit card,2023-06-08T17:29:09.227
927,2023-06-07T17:43:15.227,credit card,2023-06-08T17:43:15.227
4581,2023-06-07T17:57:21.227,credit card,2023-06-08T17:57:21.227
1704,2023-06-07T18:11:27.227,debit card,2023-06-08T18:11:27.227
4131,2023-06-07T18:25:33.227,cash,2023-06-08T18:25:33.227
4794,2023-06-07T18:39:39.227,credit card,2023-06-08T18:39:39.227
2226,2023-06-07T18:53:45.227,cash,2023-06-08T18:53:45.227
4377,2023-06-07T19:07:51.227,bank transfer,2023-06-08T19:07:51.227
3162,2023-06-07T19:21:57.227,bank transfer,2023-06-08T19:21:57.227
2100,2023-06-07T19:36:03.227,debit card,2023-06-08T19:36:03.227
2175,2023-06-07T19:50:09.227,credit card,2023-06-08T19:50:09.227
4215,2023-06-07T20:04:15.227,cash,2023-06-08T20:04:15.227
5109,2023-06-07T20:18:21.227,debit card,2023-06-08T20:18:21.227
3714,2023-06-07T20:32:27.227,debit card,2023-06-08T20:32:27.227
3933,2023-06-07T20:46:33.227,debit card,2023-06-08T20:46:33.227
3879,2023-06-07T21:00:39.227,debit card,2023-06-08T21:00:39.227
2160,2023-06-07T21:14:45.227,credit card,2023-06-08T21:14:45.227
5730,2023-06-07T21:28:51.227,debit card,2023-06-08T21:28:51.227
3696,2023-06-07T21:42:57.227,cash,2023-06-08T21:42:57.227
6639,2023-06-07T21:57:03.227,debit card,2023-06-08T21:57:03.227
369,2023-06-07T22:11:09.227,bank transfer,2023-06-08T22:11:09.227
2055,2023-06-07T22:25:15.227,credit card,2023-06-08T22:25:15.227
39,2023-06-07T22:39:21.227,bank transfer,2023-06-08T22:39:21.227
537,2023-06-07T22:53:27.227,bank transfer,2023-06-08T22:53:27.227
1914,2023-06-07T23:07:33.227,bank transfer,2023-06-08T23:07:33.227
4881,2023-06-07T23:21:39.227,cash,2023-06-08T23:21:39.227
1032,2023-06-07T23:35:45.227,cash,2023-06-08T23:35:45.227
4248,2023-06-07T23:49:51.227,credit card,2023-06-08T23:49:51.227
6321,2023-06-08T00:03:57.227,debit card,2023-06-09T00:03:57.227
6237,2023-06-08T00:18:03.227,debit card,2023-06-09T00:18:03.227
3783,2023-06-08T00:32:09.227,cash,2023-06-09T00:32:09.227
714,2023-06-08T00:46:15.227,debit card,2023-06-09T00:46:15.227
2253,2023-06-08T01:00:21.227,debit card,2023-06-09T01:00:21.227
4677,2023-06-08T01:14:27.227,credit card,2023-06-09T01:14:27.227
2223,2023-06-08T01:28:33.227,bank transfer,2023-06-09T01:28:33.227
4092,2023-06-08T01:42:39.227,bank transfer,2023-06-09T01:42:39.227
3258,2023-06-08T01:56:45.227,credit card,2023-06-09T01:56:45.227
2004,2023-06-08T02:10:51.227,credit card,2023-06-09T02:10:51.227
369,2023-06-08T02:24:57.227,cash,2023-06-09T02:24:57.227
2100,2023-06-08T02:39:03.227,credit card,2023-06-09T02:39:03.227
5112,2023-06-08T02:53:09.227,bank transfer,2023-06-09T02:53:09.227
849,2023-06-08T03:07:15.227,bank transfer,2023-06-09T03:07:15.227
4698,2023-06-08T03:21:21.227,debit card,2023-06-09T03:21:21.227
5892,2023-06-08T03:35:27.227,debit card,2023-06-09T03:35:27.227
3423,2023-06-08T03:49:33.227,cash,2023-06-09T03:49:33.227
3618,2023-06-08T04:03:39.227,debit card,2023-06-09T04:03:39.227
6699,2023-06-08T04:17:45.227,debit card,2023-06-09T04:17:45.227
2604,2023-06-08T04:31:51.227,bank transfer,2023-06-09T04:31:51.227
2742,2023-06-08T04:45:57.227,debit card,2023-06-09T04:45:57.227
2988,2023-06-08T05:00:03.227,debit card,2023-06-09T05:00:03.227
5352,2023-06-08T05:14:09.227,debit card,2023-06-09T05:14:09.227
1098,2023-06-08T05:28:15.227,credit card,2023-06-09T05:28:15.227
3663,2023-06-08T05:42:21.227,cash,2023-06-09T05:42:21.227
2919,2023-06-08T05:56:27.227,credit card,2023-06-09T05:56:27.227
4422,2023-06-08T06:10:33.227,cash,2023-06-09T06:10:33.227
5229,2023-06-08T06:24:39.227,credit card,2023-06-09T06:24:39.227
3204,2023-06-08T06:38:45.227,bank transfer,2023-06-09T06:38:45.227
5673,2023-06-08T06:52:51.227,cash,2023-06-09T06:52:51.227
2241,2023-06-08T07:06:57.227,cash,2023-06-09T07:06:57.227
5541,2023-06-08T07:21:03.227,debit card,2023-06-09T07:21:03.227
5286,2023-06-08T07:35:09.227,cash,2023-06-09T07:35:09.227
2937,2023-06-08T07:49:15.227,cash,2023-06-09T07:49:15.227
1188,2023-06-08T08:03:21.227,credit card,2023-06-09T08:03:21.227
1905,2023-06-08T08:17:27.227,credit card,2023-06-09T08:17:27.227
6906,2023-06-08T08:31:33.227,debit card,2023-06-09T08:31:33.227
5943,2023-06-08T08:45:39.227,cash,2023-06-09T08:45:39.227
1383,2023-06-08T08:59:45.227,debit card,2023-06-09T08:59:45.227
4197,2023-06-08T09:13:51.227,credit card,2023-06-09T09:13:51.227
1608,2023-06-08T09:27:57.227,bank transfer,2023-06-09T09:27:57.227
6888,2023-06-08T09:42:03.227,cash,2023-06-09T09:42:03.227
1083,2023-06-08T09:56:09.227,bank transfer,2023-06-09T09:56:09.227
5652,2023-06-08T10:10:15.227,cash,2023-06-09T10:10:15.227
5652,2023-06-08T10:24:21.227,debit card,2023-06-09T10:24:21.227
4011,2023-06-08T10:38:27.227,bank transfer,2023-06-09T10:38:27.227
3660,2023-06-08T10:52:33.227,debit card,2023-06-09T10:52:33.227
3270,2023-06-08T11:06:39.227,bank transfer,2023-06-09T11:06:39.227
4257,2023-06-08T11:20:45.227,debit card,2023-06-09T11:20:45.227
5682,2023-06-08T11:34:51.227,credit card,2023-06-09T11:34:51.227
5565,2023-06-08T11:48:57.227,credit card,2023-06-09T11:48:57.227
1410,2023-06-08T12:03:03.227,credit card,2023-06-09T12:03:03.227
1056,2023-06-08T12:17:09.227,debit card,2023-06-09T12:17:09.227
5433,2023-06-08T12:31:15.227,bank transfer,2023-06-09T12:31:15.227
1407,2023-06-08T12:45:21.227,debit card,2023-06-09T12:45:21.227
2313,2023-06-08T12:59:27.227,cash,2023-06-09T12:59:27.227
4488,2023-06-08T13:13:33.227,cash,2023-06-09T13:13:33.227
3339,2023-06-08T13:27:39.227,debit card,2023-06-09T13:27:39.227
5589,2023-06-08T13:41:45.227,bank transfer,2023-06-09T13:41:45.227
1581,2023-06-08T13:55:51.227,credit card,2023-06-09T13:55:51.227
6015,2023-06-08T14:09:57.227,cash,2023-06-09T14:09:57.227
837,2023-06-08T14:24:03.227,credit card,2023-06-09T14:24:03.227
1497,2023-06-08T14:38:09.227,bank transfer,2023-06-09T14:38:09.227
4908,2023-06-08T14:52:15.227,debit card,2023-06-09T14:52:15.227
5190,2023-06-08T15:06:21.227,bank transfer,2023-06-09T15:06:21.227
6771,2023-06-08T15:20:27.227,cash,2023-06-09T15:20:27.227
2541,2023-06-08T15:34:33.227,debit card,2023-06-09T15:34:33.227
3873,2023-06-08T15:48:39.227,debit card,2023-06-09T15:48:39.227
1443,2023-06-08T16:02:45.227,credit card,2023-06-09T16:02:45.227
3399,2023-06-08T16:16:51.227,cash,2023-06-09T16:16:51.227
4962,2023-06-08T16:30:57.227,cash,2023-06-09T16:30:57.227
810,2023-06-08T16:45:03.227,debit card,2023-06-09T16:45:03.227
3261,2023-06-08T16:59:09.227,bank transfer,2023-06-09T16:59:09.227
2307,2023-06-08T17:13:15.227,cash,2023-06-09T17:13:15.227
1713,2023-06-08T17:27:21.227,debit card,2023-06-09T17:27:21.227
4533,2023-06-08T17:41:27.227,cash,2023-06-09T17:41:27.227
3567,2023-06-08T17:55:33.227,debit card,2023-06-09T17:55:33.227
4113,2023-06-08T18:09:39.227,cash,2023-06-09T18:09:39.227
4821,2023-06-08T18:23:45.227,credit card,2023-06-09T18:23:45.227
2253,2023-06-08T18:37:51.227,debit card,2023-06-09T18:37:51.227
5358,2023-06-08T18:51:57.227,bank transfer,2023-06-09T18:51:57.227
1488,2023-06-08T19:06:03.227,cash,2023-06-09T19:06:03.227
5328,2023-06-08T19:20:09.227,cash,2023-06-09T19:20:09.227
3417,2023-06-08T19:34:15.227,debit card,2023-06-09T19:34:15.227
3282,2023-06-08T19:48:21.227,debit card,2023-06-09T19:48:21.227
4035,2023-06-08T20:02:27.227,credit card,2023-06-09T20:02:27.227
5874,2023-06-08T20:16:33.227,bank transfer,2023-06-09T20:16:33.227
2763,2023-06-08T20:30:39.227,credit card,2023-06-09T20:30:39.227
2652,2023-06-08T20:44:45.227,bank transfer,2023-06-09T20:44:45.227
2856,2023-06-08T20:58:51.227,debit card,2023-06-09T20:58:51.227
5943,2023-06-08T21:12:57.227,cash,2023-06-09T21:12:57.227
1398,2023-06-08T21:27:03.227,debit card,2023-06-09T21:27:03.227
3345,2023-06-08T21:41:09.227,debit card,2023-06-09T21:41:09.227
6498,2023-06-08T21:55:15.227,credit card,2023-06-09T21:55:15.227
4809,2023-06-08T22:09:21.227,debit card,2023-06-09T22:09:21.227
2406,2023-06-08T22:23:27.227,cash,2023-06-09T22:23:27.227
1164,2023-06-08T22:37:33.227,credit card,2023-06-09T22:37:33.227
6456,2023-06-08T22:51:39.227,debit card,2023-06-09T22:51:39.227
4473,2023-06-08T23:05:45.227,cash,2023-06-09T23:05:45.227
4845,2023-06-08T23:19:51.227,cash,2023-06-09T23:19:51.227
4272,2023-06-08T23:33:57.227,bank transfer,2023-06-09T23:33:57.227
1569,2023-06-08T23:48:03.227,debit card,2023-06-09T23:48:03.227
3999,2023-06-09T00:02:09.227,cash,2023-06-10T00:02:09.227
6792,2023-06-09T00:16:15.227,bank transfer,2023-06-10T00:16:15.227
5733,2023-06-09T00:30:21.227,debit card,2023-06-10T00:30:21.227
5643,2023-06-09T00:44:27.227,cash,2023-06-10T00:44:27.227
4269,2023-06-09T00:58:33.227,debit card,2023-06-10T00:58:33.227
5784,2023-06-09T01:12:39.227,cash,2023-06-10T01:12:39.227
3822,2023-06-09T01:26:45.227,debit card,2023-06-10T01:26:45.227
3297,2023-06-09T01:40:51.227,credit card,2023-06-10T01:40:51.227
5370,2023-06-09T01:54:57.227,credit card,2023-06-10T01:54:57.227
291,2023-06-09T02:09:03.227,cash,2023-06-10T02:09:03.227
1704,2023-06-09T02:23:09.227,cash,2023-06-10T02:23:09.227
3933,2023-06-09T02:37:15.227,credit card,2023-06-10T02:37:15.227
4071,2023-06-09T02:51:21.227,debit card,2023-06-10T02:51:21.227
6645,2023-06-09T03:05:27.227,bank transfer,2023-06-10T03:05:27.227
3924,2023-06-09T03:19:33.227,cash,2023-06-10T03:19:33.227
6495,2023-06-09T03:33:39.227,credit card,2023-06-10T03:33:39.227
6573,2023-06-09T03:47:45.227,debit card,2023-06-10T03:47:45.227
3207,2023-06-09T04:01:51.227,cash,2023-06-10T04:01:51.227
2361,2023-06-09T04:15:57.227,debit card,2023-06-10T04:15:57.227
2025,2023-06-09T04:30:03.227,bank transfer,2023-06-10T04:30:03.227
2586,2023-06-09T04:44:09.227,credit card,2023-06-10T04:44:09.227
3048,2023-06-09T04:58:15.227,debit card,2023-06-10T04:58:15.227
540,2023-06-09T05:12:21.227,bank transfer,2023-06-10T05:12:21.227
4881,2023-06-09T05:26:27.227,debit card,2023-06-10T05:26:27.227
6720,2023-06-09T05:40:33.227,credit card,2023-06-10T05:40:33.227
6390,2023-06-09T05:54:39.227,debit card,2023-06-10T05:54:39.227
3453,2023-06-09T06:08:45.227,bank transfer,2023-06-10T06:08:45.227
1149,2023-06-09T06:22:51.227,cash,2023-06-10T06:22:51.227
1971,2023-06-09T06:36:57.227,bank transfer,2023-06-10T06:36:57.227
5199,2023-06-09T06:51:03.227,bank transfer,2023-06-10T06:51:03.227
2151,2023-06-09T07:05:09.227,bank transfer,2023-06-10T07:05:09.227
6132,2023-06-09T07:19:15.227,credit card,2023-06-10T07:19:15.227
6357,2023-06-09T07:33:21.227,credit card,2023-06-10T07:33:21.227
6912,2023-06-09T07:47:27.227,cash,2023-06-10T07:47:27.227
4248,2023-06-09T08:01:33.227,cash,2023-06-10T08:01:33.227
5844,2023-06-09T08:15:39.227,cash,2023-06-10T08:15:39.227
1467,2023-06-09T08:29:45.227,bank transfer,2023-06-10T08:29:45.227
1749,2023-06-09T08:43:51.227,credit card,2023-06-10T08:43:51.227
3201,2023-06-09T08:57:57.227,bank transfer,2023-06-10T08:57:57.227
2196,2023-06-09T09:12:03.227,credit card,2023-06-10T09:12:03.227
1194,2023-06-09T09:26:09.227,bank transfer,2023-06-10T09:26:09.227
5868,2023-06-09T09:40:15.227,credit card,2023-06-10T09:40:15.227
321,2023-06-09T09:54:21.227,credit card,2023-06-10T09:54:21.227
6516,2023-06-09T10:08:27.227,cash,2023-06-10T10:08:27.227
3411,2023-06-09T10:22:33.227,credit card,2023-06-10T10:22:33.227
6036,2023-06-09T10:36:39.227,cash,2023-06-10T10:36:39.227
4839,2023-06-09T10:50:45.227,cash,2023-06-10T10:50:45.227
2301,2023-06-09T11:04:51.227,credit card,2023-06-10T11:04:51.227
5160,2023-06-09T11:18:57.227,credit card,2023-06-10T11:18:57.227
3339,2023-06-09T11:33:03.227,cash,2023-06-10T11:33:03.227
6795,2023-06-09T11:47:09.227,credit card,2023-06-10T11:47:09.227
5544,2023-06-09T12:01:15.227,credit card,2023-06-10T12:01:15.227
5352,2023-06-09T12:15:21.227,debit card,2023-06-10T12:15:21.227
654,2023-06-09T12:29:27.227,bank transfer,2023-06-10T12:29:27.227
6063,2023-06-09T12:43:33.227,bank transfer,2023-06-10T12:43:33.227
1188,2023-06-09T12:57:39.227,credit card,2023-06-10T12:57:39.227
3456,2023-06-09T13:11:45.227,debit card,2023-06-10T13:11:45.227
153,2023-06-09T13:25:51.227,credit card,2023-06-10T13:25:51.227
3219,2023-06-09T13:39:57.227,debit card,2023-06-10T13:39:57.227
228,2023-06-09T13:54:03.227,bank transfer,2023-06-10T13:54:03.227
87,2023-06-09T14:08:09.227,bank transfer,2023-06-10T14:08:09.227
4944,2023-06-09T14:22:15.227,bank transfer,2023-06-10T14:22:15.227
5316,2023-06-09T14:36:21.227,debit card,2023-06-10T14:36:21.227
6693,2023-06-09T14:50:27.227,credit card,2023-06-10T14:50:27.227
2280,2023-06-09T15:04:33.227,debit card,2023-06-10T15:04:33.227
3714,2023-06-09T15:18:39.227,cash,2023-06-10T15:18:39.227
3762,2023-06-09T15:32:45.227,cash,2023-06-10T15:32:45.227
477,2023-06-09T15:46:51.227,debit card,2023-06-10T15:46:51.227
660,2023-06-09T16:00:57.227,cash,2023-06-10T16:00:57.227
4218,2023-06-09T16:15:03.227,debit card,2023-06-10T16:15:03.227
4929,2023-06-09T16:29:09.227,debit card,2023-06-10T16:29:09.227
4710,2023-06-09T16:43:15.227,cash,2023-06-10T16:43:15.227
6732,2023-06-09T16:57:21.227,debit card,2023-06-10T16:57:21.227
5553,2023-06-09T17:11:27.227,cash,2023-06-10T17:11:27.227
933,2023-06-09T17:25:33.227,credit card,2023-06-10T17:25:33.227
5439,2023-06-09T17:39:39.227,bank transfer,2023-06-10T17:39:39.227
1257,2023-06-09T17:53:45.227,credit card,2023-06-10T17:53:45.227
5397,2023-06-09T18:07:51.227,cash,2023-06-10T18:07:51.227
2175,2023-06-09T18:21:57.227,bank transfer,2023-06-10T18:21:57.227
2046,2023-06-09T18:36:03.227,cash,2023-06-10T18:36:03.227
852,2023-06-09T18:50:09.227,bank transfer,2023-06-10T18:50:09.227
2208,2023-06-09T19:04:15.227,credit card,2023-06-10T19:04:15.227
1278,2023-06-09T19:18:21.227,credit card,2023-06-10T19:18:21.227
2070,2023-06-09T19:32:27.227,credit card,2023-06-10T19:32:27.227
6288,2023-06-09T19:46:33.227,bank transfer,2023-06-10T19:46:33.227
4101,2023-06-09T20:00:39.227,debit card,2023-06-10T20:00:39.227
2418,2023-06-09T20:14:45.227,debit card,2023-06-10T20:14:45.227
5649,2023-06-09T20:28:51.227,cash,2023-06-10T20:28:51.227
3981,2023-06-09T20:42:57.227,bank transfer,2023-06-10T20:42:57.227
1512,2023-06-09T20:57:03.227,debit card,2023-06-10T20:57:03.227
183,2023-06-09T21:11:09.227,credit card,2023-06-10T21:11:09.227
1731,2023-06-09T21:25:15.227,cash,2023-06-10T21:25:15.227
2127,2023-06-09T21:39:21.227,cash,2023-06-10T21:39:21.227
2529,2023-06-09T21:53:27.227,debit card,2023-06-10T21:53:27.227
3165,2023-06-09T22:07:33.227,credit card,2023-06-10T22:07:33.227
4413,2023-06-09T22:21:39.227,bank transfer,2023-06-10T22:21:39.227
678,2023-06-09T22:35:45.227,credit card,2023-06-10T22:35:45.227
3666,2023-06-09T22:49:51.227,bank transfer,2023-06-10T22:49:51.227
3309,2023-06-09T23:03:57.227,debit card,2023-06-10T23:03:57.227
6747,2023-06-09T23:18:03.227,bank transfer,2023-06-10T23:18:03.227
429,2023-06-09T23:32:09.227,credit card,2023-06-10T23:32:09.227
588,2023-06-09T23:46:15.227,cash,2023-06-10T23:46:15.227
6987,2023-06-10T00:00:21.227,bank transfer,2023-06-11T00:00:21.227
2229,2023-06-10T00:14:27.227,debit card,2023-06-11T00:14:27.227
2094,2023-06-10T00:28:33.227,credit card,2023-06-11T00:28:33.227
2808,2023-06-10T00:42:39.227,bank transfer,2023-06-11T00:42:39.227
141,2023-06-10T00:56:45.227,cash,2023-06-11T00:56:45.227
6585,2023-06-10T01:10:51.227,bank transfer,2023-06-11T01:10:51.227
1857,2023-06-10T01:24:57.227,cash,2023-06-11T01:24:57.227
3090,2023-06-10T01:39:03.227,debit card,2023-06-11T01:39:03.227
5484,2023-06-10T01:53:09.227,cash,2023-06-11T01:53:09.227
3636,2023-06-10T02:07:15.227,debit card,2023-06-11T02:07:15.227
1311,2023-06-10T02:21:21.227,cash,2023-06-11T02:21:21.227
4929,2023-06-10T02:35:27.227,debit card,2023-06-11T02:35:27.227
1458,2023-06-10T02:49:33.227,credit card,2023-06-11T02:49:33.227
5694,2023-06-10T03:03:39.227,credit card,2023-06-11T03:03:39.227
1419,2023-06-10T03:17:45.227,bank transfer,2023-06-11T03:17:45.227
5076,2023-06-10T03:31:51.227,credit card,2023-06-11T03:31:51.227
1275,2023-06-10T03:45:57.227,bank transfer,2023-06-11T03:45:57.227
1377,2023-06-10T04:00:03.227,credit card,2023-06-11T04:00:03.227
3441,2023-06-10T04:14:09.227,credit card,2023-06-11T04:14:09.227
2676,2023-06-10T04:28:15.227,cash,2023-06-11T04:28:15.227
4188,2023-06-10T04:42:21.227,credit card,2023-06-11T04:42:21.227
1182,2023-06-10T04:56:27.227,debit card,2023-06-11T04:56:27.227
4419,2023-06-10T05:10:33.227,cash,2023-06-11T05:10:33.227
5385,2023-06-10T05:24:39.227,credit card,2023-06-11T05:24:39.227
2457,2023-06-10T05:38:45.227,bank transfer,2023-06-11T05:38:45.227
1728,2023-06-10T05:52:51.227,credit card,2023-06-11T05:52:51.227
3093,2023-06-10T06:06:57.227,credit card,2023-06-11T06:06:57.227
3501,2023-06-10T06:21:03.227,bank transfer,2023-06-11T06:21:03.227
210,2023-06-10T06:35:09.227,bank transfer,2023-06-11T06:35:09.227
5823,2023-06-10T06:49:15.227,cash,2023-06-11T06:49:15.227
2853,2023-06-10T07:03:21.227,cash,2023-06-11T07:03:21.227
5781,2023-06-10T07:17:27.227,debit card,2023-06-11T07:17:27.227
6090,2023-06-10T07:31:33.227,bank transfer,2023-06-11T07:31:33.227
3465,2023-06-10T07:45:39.227,cash,2023-06-11T07:45:39.227
831,2023-06-10T07:59:45.227,debit card,2023-06-11T07:59:45.227
2952,2023-06-10T08:13:51.227,bank transfer,2023-06-11T08:13:51.227
1881,2023-06-10T08:27:57.227,bank transfer,2023-06-11T08:27:57.227
144,2023-06-10T08:42:03.227,credit card,2023-06-11T08:42:03.227
5025,2023-06-10T08:56:09.227,bank transfer,2023-06-11T08:56:09.227
5853,2023-06-10T09:10:15.227,credit card,2023-06-11T09:10:15.227
4617,2023-06-10T09:24:21.227,bank transfer,2023-06-11T09:24:21.227
3585,2023-06-10T09:38:27.227,credit card,2023-06-11T09:38:27.227
3423,2023-06-10T09:52:33.227,cash,2023-06-11T09:52:33.227
3336,2023-06-10T10:06:39.227,credit card,2023-06-11T10:06:39.227
1398,2023-06-10T10:20:45.227,debit card,2023-06-11T10:20:45.227
927,2023-06-10T10:34:51.227,credit card,2023-06-11T10:34:51.227
6594,2023-06-10T10:48:57.227,debit card,2023-06-11T10:48:57.227
2769,2023-06-10T11:03:03.227,credit card,2023-06-11T11:03:03.227
2907,2023-06-10T11:17:09.227,cash,2023-06-11T11:17:09.227
4101,2023-06-10T11:31:15.227,credit card,2023-06-11T11:31:15.227
1398,2023-06-10T11:45:21.227,debit card,2023-06-11T11:45:21.227
5952,2023-06-10T11:59:27.227,cash,2023-06-11T11:59:27.227
93,2023-06-10T12:13:33.227,credit card,2023-06-11T12:13:33.227
6276,2023-06-10T12:27:39.227,bank transfer,2023-06-11T12:27:39.227
4827,2023-06-10T12:41:45.227,credit card,2023-06-11T12:41:45.227
2148,2023-06-10T12:55:51.227,debit card,2023-06-11T12:55:51.227
1617,2023-06-10T13:09:57.227,credit card,2023-06-11T13:09:57.227
3138,2023-06-10T13:24:03.227,debit card,2023-06-11T13:24:03.227
2676,2023-06-10T13:38:09.227,credit card,2023-06-11T13:38:09.227
4770,2023-06-10T13:52:15.227,debit card,2023-06-11T13:52:15.227
3288,2023-06-10T14:06:21.227,bank transfer,2023-06-11T14:06:21.227
1152,2023-06-10T14:20:27.227,bank transfer,2023-06-11T14:20:27.227
6555,2023-06-10T14:34:33.227,bank transfer,2023-06-11T14:34:33.227
4968,2023-06-10T14:48:39.227,cash,2023-06-11T14:48:39.227
